Old_stable_id New_stable_id Change
AGAP011057 AGAP011057 unchanged
AGAP011058 AGAP011058 unchanged
AGAP011059 AGAP011059 unchanged
AGAP011060 AGAP011060 unchanged
AGAP011061 AGAP011061 unchanged
AGAP011062 AGAP011062 unchanged
AGAP011063 AGAP011063 unchanged
AGAP011064 AGAP011064 unchanged
AGAP011065 AGAP011065 unchanged
AGAP011066 AGAP011066 unchanged
AGAP011067 AGAP011067 unchanged
AGAP011068 AGAP011068 unchanged
AGAP011069 AGAP011069 unchanged
AGAP011070 AGAP011070 unchanged
AGAP011071 AGAP011071 unchanged
AGAP011072 AGAP011072 unchanged
AGAP011073 AGAP011073 unchanged
AGAP011074 AGAP011074 unchanged
AGAP011075 AGAP011075 unchanged
AGAP011076 AGAP011076 unchanged
AGAP011077 AGAP011077 unchanged
AGAP011078 AGAP011078 unchanged
AGAP011079 AGAP011079 unchanged
AGAP011080 AGAP011080 unchanged
AGAP011081 AGAP011081 unchanged
AGAP011082 AGAP011082 unchanged
AGAP011083 AGAP011083 unchanged
AGAP011084 AGAP011084 unchanged
AGAP011085 AGAP011085 unchanged
AGAP011086 AGAP011086 unchanged
AGAP011087 AGAP011087 unchanged
AGAP011088 AGAP011088 unchanged
AGAP011089 AGAP011089 unchanged
AGAP011090 AGAP011090 unchanged
AGAP011091 AGAP011091 unchanged
AGAP011092 AGAP011092 unchanged
AGAP011093 AGAP011093 unchanged
AGAP011094 AGAP011094 unchanged
AGAP011095 AGAP011095 unchanged
AGAP011096 AGAP011096 unchanged
AGAP011097 AGAP011097 unchanged
AGAP011098 AGAP011098 unchanged
AGAP011099 AGAP011099 unchanged
AGAP011100 AGAP011100 unchanged
AGAP011101 AGAP011101 unchanged
AGAP011102 AGAP011102 unchanged
AGAP011103 AGAP011103 unchanged
AGAP011104 AGAP011104 unchanged
AGAP011105 AGAP011105 unchanged
AGAP011106 AGAP011106 unchanged
AGAP011107 AGAP011107 unchanged
AGAP011108 AGAP011108 unchanged
AGAP011109 AGAP011109 unchanged
AGAP011110 AGAP011110 unchanged
AGAP011111 AGAP011111 unchanged
AGAP011112 AGAP011112 unchanged
AGAP011113 AGAP011113 unchanged
AGAP011114 AGAP011114 unchanged
AGAP011115 AGAP011115 unchanged
AGAP011116 AGAP011116 unchanged
AGAP011117 AGAP011117 unchanged
AGAP011118 AGAP011118 unchanged
AGAP011119 AGAP011119 unchanged
AGAP011120 AGAP011120 unchanged
AGAP011121 AGAP011121 unchanged
AGAP011122 AGAP011122 unchanged
AGAP011123 AGAP011123 unchanged
AGAP011124 AGAP011124 unchanged
AGAP011125 AGAP011125 unchanged
AGAP011126 AGAP011126 unchanged
AGAP011127 AGAP011127 unchanged
AGAP011128 AGAP011128 unchanged
AGAP011129 AGAP011129 unchanged
AGAP011130 AGAP011130 unchanged
AGAP011131 AGAP011131 unchanged
AGAP011132 AGAP011132 unchanged
AGAP011133 AGAP011133 unchanged
AGAP011134 AGAP011134 unchanged
AGAP011135 AGAP011135 unchanged
AGAP011136 AGAP011136 unchanged
AGAP011137 AGAP011137 unchanged
AGAP011138 AGAP011138 unchanged
AGAP011139 AGAP011139 unchanged
AGAP011140 AGAP011140 unchanged
AGAP011141 AGAP011141 unchanged
AGAP011142 AGAP011142 unchanged
AGAP011143 AGAP011143 unchanged
AGAP011144 AGAP011144 unchanged
AGAP011145 AGAP011145 unchanged
AGAP011146 AGAP011146 unchanged
AGAP011147 AGAP011147 unchanged
AGAP011148 AGAP011148 unchanged
AGAP011149 AGAP011149 unchanged
AGAP011150 AGAP011150 unchanged
AGAP011151 AGAP011151 unchanged
AGAP011152 AGAP011152 unchanged
AGAP011153 AGAP011153 unchanged
AGAP011154 AGAP011154 unchanged
AGAP011155 AGAP011155 unchanged
AGAP011156 AGAP011156 unchanged
AGAP011157 AGAP011157 unchanged
AGAP011158 AGAP011158 unchanged
AGAP011159 AGAP011159 unchanged
AGAP011160 AGAP011160 unchanged
AGAP011161 AGAP011161 unchanged
AGAP011162 AGAP011162 unchanged
AGAP011163 AGAP011163 unchanged
AGAP011164 AGAP011164 unchanged
AGAP011165 AGAP011165 unchanged
AGAP011166 AGAP011166 unchanged
AGAP011167 AGAP011167 unchanged
AGAP011168 AGAP011168 unchanged
AGAP011169 AGAP011169 unchanged
AGAP011170 AGAP011170 unchanged
AGAP011171 AGAP011171 unchanged
AGAP011172 AGAP011172 unchanged
AGAP011173 AGAP011173 unchanged
AGAP011174 AGAP011174 unchanged
AGAP011175 AGAP011175 unchanged
AGAP011176 AGAP011176 unchanged
AGAP011177 AGAP011177 unchanged
AGAP011178 AGAP011178 unchanged
AGAP011179 AGAP011179 unchanged
AGAP011180 AGAP011180 unchanged
AGAP011181 AGAP011181 unchanged
AGAP011182 AGAP011182 unchanged
AGAP011183 AGAP011183 unchanged
AGAP011184 AGAP011184 unchanged
AGAP011185 AGAP011185 unchanged
AGAP011186 AGAP011186 changed
AGAP011187 AGAP011187 changed
AGAP011188 AGAP011188 unchanged
AGAP011189 AGAP011189 unchanged
AGAP011190 AGAP011190 unchanged
AGAP011191 AGAP011191 unchanged
AGAP011192 AGAP011192 unchanged
AGAP011193 AGAP011193 unchanged
AGAP011194 AGAP011194 unchanged
AGAP011195 AGAP011195 unchanged
AGAP011196 AGAP011196 unchanged
AGAP011197 AGAP011197 unchanged
AGAP011198 AGAP011198 unchanged
AGAP011199 AGAP011199 unchanged
AGAP011200 AGAP011200 unchanged
AGAP011201 AGAP011201 unchanged
AGAP011202 AGAP011202 unchanged
AGAP011203 AGAP011203 unchanged
AGAP011204 AGAP011204 unchanged
AGAP011205 AGAP011205 unchanged
AGAP011206 AGAP011206 unchanged
AGAP011207 AGAP011207 unchanged
AGAP011208 AGAP011208 unchanged
AGAP011209 AGAP011209 unchanged
AGAP011210 AGAP011210 unchanged
AGAP011211 AGAP011211 unchanged
AGAP011212 AGAP011212 unchanged
AGAP011213 AGAP011213 unchanged
AGAP011214 AGAP011214 unchanged
AGAP011215 AGAP011215 unchanged
AGAP011216 AGAP011216 changed
AGAP011217 AGAP011217 unchanged
AGAP011218 AGAP011218 unchanged
AGAP011219 AGAP011219 unchanged
AGAP011220 AGAP011220 unchanged
AGAP011221 AGAP011221 unchanged
AGAP011222 AGAP011222 unchanged
AGAP011223 AGAP011223 unchanged
AGAP011224 AGAP011224 unchanged
AGAP011225 AGAP011225 changed
AGAP011226 AGAP011226 unchanged
AGAP011227 AGAP011227 unchanged
AGAP011228 AGAP011228 unchanged
AGAP011229 AGAP011229 unchanged
AGAP011230 AGAP011230 unchanged
AGAP011231 AGAP011231 unchanged
AGAP011232 AGAP011232 unchanged
AGAP011233 AGAP011233 unchanged
AGAP011234 AGAP011234 unchanged
AGAP011235 AGAP011235 unchanged
AGAP011236 AGAP011236 unchanged
AGAP011237 AGAP011237 unchanged
AGAP011238 AGAP011238 unchanged
AGAP011239 AGAP011239 unchanged
AGAP011240 AGAP011240 unchanged
AGAP011241 AGAP011241 unchanged
AGAP011242 AGAP011242 unchanged
AGAP011243 AGAP011243 unchanged
AGAP011244 AGAP011244 unchanged
AGAP011245 AGAP011245 unchanged
AGAP011246 AGAP011246 unchanged
AGAP011247 AGAP011247 unchanged
AGAP011248 AGAP011248 unchanged
AGAP011249 AGAP011249 unchanged
AGAP011250 AGAP011250 unchanged
AGAP011251 AGAP011251 unchanged
AGAP011252 AGAP011252 unchanged
AGAP011253 AGAP011253 unchanged
AGAP011254 AGAP011254 unchanged
AGAP011255 AGAP011255 unchanged
AGAP011256 AGAP011256 unchanged
AGAP011257 AGAP011257 unchanged
AGAP011258 AGAP011258 unchanged
AGAP011259 AGAP011259 unchanged
AGAP011260 AGAP011260 unchanged
AGAP011261 AGAP011261 unchanged
AGAP011262 AGAP011262 unchanged
AGAP011263 AGAP011263 unchanged
AGAP011264 AGAP011264 unchanged
AGAP011265 AGAP011265 unchanged
AGAP011266 AGAP011266 unchanged
AGAP011267 AGAP011267 unchanged
AGAP011268 AGAP011268 unchanged
AGAP011269 AGAP011269 unchanged
AGAP011270 AGAP011270 unchanged
AGAP011271 AGAP011271 unchanged
AGAP011272 AGAP011272 unchanged
AGAP011273 AGAP011273 unchanged
AGAP011274 AGAP011274 unchanged
AGAP011275 AGAP011275 unchanged
AGAP011276 AGAP011276 unchanged
AGAP011277 AGAP011277 unchanged
AGAP011278 AGAP011278 changed
AGAP011279 AGAP011279 unchanged
AGAP011280 AGAP011280 unchanged
AGAP011281 AGAP011281 unchanged
AGAP011282 AGAP011282 unchanged
AGAP011283 AGAP011283 unchanged
AGAP011284 AGAP011284 unchanged
AGAP011285 AGAP011285 unchanged
AGAP011286 AGAP011286 unchanged
AGAP011287 AGAP011287 changed
AGAP011288 AGAP011288 unchanged
AGAP011289 AGAP011289 unchanged
AGAP011290 AGAP011290 unchanged
AGAP011291 AGAP011291 unchanged
AGAP011292 AGAP011292 unchanged
AGAP011293 AGAP011293 unchanged
AGAP011294 AGAP011294 changed
AGAP011295 AGAP011295 unchanged
AGAP011296 AGAP011296 unchanged
AGAP011297 AGAP011297 unchanged
AGAP011298 AGAP011298 unchanged
AGAP011299 AGAP011299 unchanged
AGAP011300 AGAP011300 unchanged
AGAP011301 AGAP011301 unchanged
AGAP011302 AGAP011302 unchanged
AGAP011303 AGAP011303 unchanged
AGAP011304 AGAP011304 unchanged
AGAP011305 AGAP011305 unchanged
AGAP011306 AGAP011306 unchanged
AGAP011307 AGAP011307 unchanged
AGAP011308 AGAP011308 unchanged
AGAP011309 AGAP011309 unchanged
AGAP011310 AGAP011310 unchanged
AGAP011311 AGAP011311 unchanged
AGAP011312 AGAP011312 unchanged
AGAP011313 AGAP011313 unchanged
AGAP011314 AGAP011314 unchanged
AGAP011315 AGAP011315 unchanged
AGAP011316 AGAP011316 unchanged
AGAP011317 AGAP011317 unchanged
AGAP011318 AGAP011318 unchanged
AGAP011319 AGAP011319 unchanged
AGAP011320 AGAP011320 unchanged
AGAP011321 AGAP011321 unchanged
AGAP011322 AGAP011322 unchanged
AGAP011323 AGAP011323 unchanged
AGAP011324 AGAP011324 unchanged
AGAP011325 AGAP011325 unchanged
AGAP011326 AGAP011326 unchanged
AGAP011327 AGAP011327 unchanged
AGAP011328 AGAP011328 unchanged
AGAP011329 AGAP011329 unchanged
AGAP011330 AGAP011330 unchanged
AGAP011331 AGAP011331 unchanged
AGAP011332 AGAP011332 unchanged
AGAP011333 AGAP011333 unchanged
AGAP011334 AGAP011334 unchanged
AGAP011335 AGAP011335 unchanged
AGAP011336 AGAP011336 unchanged
AGAP011337 AGAP011337 unchanged
AGAP011338 AGAP011338 unchanged
AGAP011339 AGAP011339 unchanged
AGAP011340 AGAP011340 unchanged
AGAP011341 AGAP011341 unchanged
AGAP011342 AGAP011342 unchanged
AGAP011343 AGAP011343 unchanged
AGAP011344 AGAP011344 unchanged
AGAP011345 AGAP011345 unchanged
AGAP011346 AGAP011346 unchanged
AGAP011347 AGAP011347 unchanged
AGAP011348 AGAP011348 unchanged
AGAP011349 AGAP011349 unchanged
AGAP011350 AGAP011350 unchanged
AGAP011351 AGAP011351 unchanged
AGAP011352 AGAP011352 unchanged
AGAP011353 AGAP011353 unchanged
AGAP011354 AGAP011354 unchanged
AGAP011355 AGAP011355 unchanged
AGAP011356 AGAP011356 unchanged
AGAP011357 AGAP011357 unchanged
AGAP011358 AGAP011358 unchanged
AGAP011359 AGAP011359 unchanged
AGAP011360 AGAP011360 unchanged
AGAP011361 AGAP011361 unchanged
AGAP011362 AGAP011362 unchanged
AGAP011363 AGAP011363 unchanged
AGAP011364 AGAP011364 unchanged
AGAP011365 AGAP011365 unchanged
AGAP011366 AGAP011366 unchanged
AGAP011367 AGAP011367 unchanged
AGAP011368 AGAP011368 unchanged
AGAP011369 AGAP011369 unchanged
AGAP011370 AGAP011370 unchanged
AGAP011371 AGAP011371 unchanged
AGAP011372 AGAP011372 unchanged
AGAP011373 AGAP011373 unchanged
AGAP011374 AGAP011374 unchanged
AGAP011375 AGAP011375 unchanged
AGAP011376 AGAP011376 unchanged
AGAP011377 AGAP011377 unchanged
AGAP011378 AGAP011378 unchanged
AGAP011379 AGAP011379 unchanged
AGAP011380 AGAP011380 unchanged
AGAP011381 AGAP011381 unchanged
AGAP011382 AGAP011382 unchanged
AGAP011383 AGAP011383 unchanged
AGAP011384 AGAP011384 unchanged
AGAP011385 AGAP011385 unchanged
AGAP011386 AGAP011386 unchanged
AGAP011387 AGAP011387 unchanged
AGAP011388 AGAP011388 unchanged
AGAP011389 AGAP011389 unchanged
AGAP011390 AGAP011390 unchanged
AGAP011391 AGAP011391 unchanged
AGAP011392 AGAP011392 unchanged
AGAP011393 AGAP011393 unchanged
AGAP011394 AGAP011394 unchanged
AGAP011395 AGAP011395 unchanged
AGAP011396 AGAP011396 unchanged
AGAP011397 AGAP011397 unchanged
AGAP011398 AGAP011398 unchanged
AGAP011399 AGAP011399 unchanged
AGAP011400 AGAP011400 unchanged
AGAP011401 AGAP011401 unchanged
AGAP011402 AGAP011402 unchanged
AGAP011403 AGAP011403 unchanged
AGAP011404 AGAP011404 unchanged
AGAP011405 AGAP011405 unchanged
AGAP011406 AGAP011406 unchanged
AGAP011407 AGAP011407 unchanged
AGAP011408 AGAP011408 unchanged
AGAP011409 AGAP011409 unchanged
AGAP011410 AGAP011410 unchanged
AGAP011411 AGAP011411 unchanged
AGAP011412 AGAP011412 unchanged
AGAP011413 AGAP011413 unchanged
AGAP011414 AGAP011414 unchanged
AGAP011415 AGAP011415 unchanged
AGAP011416 AGAP011416 unchanged
AGAP011417 AGAP011417 unchanged
AGAP011418 AGAP011418 unchanged
AGAP011419 AGAP011419 unchanged
AGAP011420 AGAP011420 unchanged
AGAP011421 AGAP011421 unchanged
AGAP011422 AGAP011422 unchanged
AGAP011423 AGAP011423 unchanged
AGAP011424 AGAP011424 unchanged
AGAP011425 AGAP011425 unchanged
AGAP011426 AGAP011426 unchanged
AGAP011427 AGAP011427 unchanged
AGAP011428 AGAP011428 unchanged
AGAP011429 AGAP011429 unchanged
AGAP011430 AGAP011430 unchanged
AGAP011431 AGAP011431 unchanged
AGAP011432 AGAP011432 unchanged
AGAP011433 AGAP011433 unchanged
AGAP011434 AGAP011434 unchanged
AGAP011435 AGAP011435 unchanged
AGAP011436 AGAP011436 unchanged
AGAP011437 AGAP011437 unchanged
AGAP011438 AGAP011438 unchanged
AGAP011439 AGAP011439 unchanged
AGAP011440 AGAP011440 unchanged
AGAP011441 AGAP011441 unchanged
AGAP011442 AGAP011442 unchanged
AGAP011443 AGAP011443 unchanged
AGAP011444 AGAP011444 unchanged
AGAP011445 AGAP011445 unchanged
AGAP011446 AGAP011446 unchanged
AGAP011447 AGAP011447 unchanged
AGAP011448 AGAP011448 unchanged
AGAP011449 AGAP011449 unchanged
AGAP011450 AGAP011450 unchanged
AGAP011451 AGAP011451 unchanged
AGAP011452 AGAP011452 unchanged
AGAP011453 AGAP011453 unchanged
AGAP011454 AGAP011454 unchanged
AGAP011455 AGAP011455 unchanged
AGAP011456 AGAP011456 unchanged
AGAP011457 AGAP011457 unchanged
AGAP011458 AGAP011458 unchanged
AGAP011459 AGAP011459 unchanged
AGAP011460 AGAP011460 unchanged
AGAP011461 AGAP011461 unchanged
AGAP011462 AGAP011462 unchanged
AGAP011463 AGAP011463 unchanged
AGAP011464 AGAP011464 unchanged
AGAP011465 AGAP011465 unchanged
AGAP011466 AGAP011466 unchanged
AGAP011467 AGAP011467 unchanged
AGAP011468 AGAP011468 unchanged
AGAP011469 AGAP011469 unchanged
AGAP011470 AGAP011470 unchanged
AGAP011471 AGAP011471 unchanged
AGAP011472 AGAP011472 unchanged
AGAP011473 AGAP011473 unchanged
AGAP011474 AGAP011474 unchanged
AGAP011475 AGAP011475 unchanged
AGAP011476 AGAP011476 unchanged
AGAP011477 AGAP011477 unchanged
AGAP011478 AGAP011478 unchanged
AGAP011479 AGAP011479 unchanged
AGAP011480 AGAP011480 unchanged
AGAP011481 AGAP011481 unchanged
AGAP011482 AGAP011482 unchanged
AGAP011483 AGAP011483 unchanged
AGAP011484 AGAP011484 unchanged
AGAP011485 AGAP011485 unchanged
AGAP011486 AGAP011486 unchanged
AGAP011487 AGAP011487 unchanged
AGAP011488 AGAP011488 unchanged
AGAP011489 AGAP011489 unchanged
AGAP011490 AGAP011490 unchanged
AGAP011491 AGAP011491 unchanged
AGAP011492 AGAP011492 unchanged
AGAP011493 AGAP011493 unchanged
AGAP011494 AGAP011494 unchanged
AGAP011495 AGAP011495 unchanged
AGAP011496 AGAP011496 unchanged
AGAP011497 AGAP011497 unchanged
AGAP011498 AGAP011498 unchanged
AGAP011499 AGAP011499 unchanged
AGAP011500 AGAP011500 unchanged
AGAP011501 AGAP011501 unchanged
AGAP011502 AGAP011502 unchanged
AGAP011503 AGAP011503 unchanged
AGAP011504 AGAP011504 unchanged
AGAP011505 AGAP011505 unchanged
AGAP011506 AGAP011506 unchanged
AGAP011507 AGAP011507 unchanged
AGAP011508 AGAP011508 unchanged
AGAP011509 AGAP011509 unchanged
AGAP011510 AGAP011510 unchanged
AGAP011511 AGAP011511 unchanged
AGAP011512 AGAP011512 unchanged
AGAP011513 AGAP011513 unchanged
AGAP011514 AGAP011514 unchanged
AGAP011515 AGAP011515 unchanged
AGAP011516 AGAP011516 unchanged
AGAP011517 AGAP011517 unchanged
AGAP011518 AGAP011518 unchanged
AGAP011519 AGAP011519 unchanged
AGAP011520 AGAP011520 unchanged
AGAP011521 AGAP011521 unchanged
AGAP011522 AGAP011522 unchanged
AGAP011523 AGAP011523 unchanged
AGAP011524 AGAP011524 unchanged
AGAP011525 AGAP011525 unchanged
AGAP011526 AGAP011526 unchanged
AGAP011527 AGAP011527 unchanged
AGAP011528 AGAP011528 unchanged
AGAP011529 AGAP011529 unchanged
AGAP011530 AGAP011530 unchanged
AGAP011531 AGAP011531 unchanged
AGAP011532 AGAP011532 unchanged
AGAP011533 AGAP011533 unchanged
AGAP011534 AGAP011534 unchanged
AGAP011535 AGAP011535 unchanged
AGAP011536 AGAP011536 unchanged
AGAP011537 AGAP011537 unchanged
AGAP011538 AGAP011538 unchanged
AGAP011539 AGAP011539 unchanged
AGAP011540 AGAP011540 unchanged
AGAP011541 AGAP011541 unchanged
AGAP011542 AGAP011542 unchanged
AGAP011543 AGAP011543 unchanged
AGAP011544 AGAP011544 unchanged
AGAP011545 AGAP011545 unchanged
AGAP011546 AGAP011546 unchanged
AGAP011547 AGAP011547 unchanged
AGAP011548 AGAP011548 unchanged
AGAP011549 AGAP011549 unchanged
AGAP011550 AGAP011550 unchanged
AGAP011551 AGAP011551 unchanged
AGAP011552 AGAP011552 unchanged
AGAP011553 AGAP011553 unchanged
AGAP011554 AGAP011554 unchanged
AGAP011555 AGAP011555 unchanged
AGAP011556 AGAP011556 unchanged
AGAP011557 AGAP011557 unchanged
AGAP011558 AGAP011558 unchanged
AGAP011559 AGAP011559 unchanged
AGAP011560 AGAP011560 unchanged
AGAP011561 AGAP011561 unchanged
AGAP011562 AGAP011562 unchanged
AGAP011563 AGAP011563 unchanged
AGAP011564 AGAP011564 unchanged
AGAP011565 AGAP011565 unchanged
AGAP011566 AGAP011566 unchanged
AGAP011567 AGAP011567 unchanged
AGAP011568 AGAP011568 unchanged
AGAP011569 AGAP011569 unchanged
AGAP011570 AGAP011570 unchanged
AGAP011571 AGAP011571 unchanged
AGAP011572 AGAP011572 unchanged
AGAP011573 AGAP011573 unchanged
AGAP011574 AGAP011574 unchanged
AGAP011575 AGAP011575 unchanged
AGAP011576 AGAP011576 unchanged
AGAP011577 AGAP011577 unchanged
AGAP011578 AGAP011578 unchanged
AGAP011579 AGAP011579 unchanged
AGAP011580 AGAP011580 unchanged
AGAP011581 AGAP011581 unchanged
AGAP011582 AGAP011582 unchanged
AGAP011583 AGAP011583 unchanged
AGAP011584 AGAP011584 unchanged
AGAP011585 AGAP011585 unchanged
AGAP011586 AGAP011586 unchanged
AGAP011587 AGAP011587 unchanged
AGAP011588 AGAP011588 unchanged
AGAP011589 AGAP011589 unchanged
AGAP011590 AGAP011590 unchanged
AGAP011591 AGAP011591 unchanged
AGAP011592 AGAP011592 unchanged
AGAP011593 AGAP011593 unchanged
AGAP011594 AGAP011594 unchanged
AGAP011595 AGAP011595 unchanged
AGAP011596 AGAP011596 unchanged
AGAP011597 AGAP011597 unchanged
AGAP011598 AGAP011598 unchanged
AGAP011599 AGAP011599 unchanged
AGAP011600 AGAP011600 unchanged
AGAP011601 AGAP011601 unchanged
AGAP011602 AGAP011602 unchanged
AGAP011603 AGAP011603 unchanged
AGAP011604 AGAP011604 unchanged
AGAP011605 AGAP011605 unchanged
AGAP011606 AGAP011606 unchanged
AGAP011607 AGAP011607 unchanged
AGAP011608 AGAP011608 unchanged
AGAP011609 AGAP011609 unchanged
AGAP011610 AGAP011610 unchanged
AGAP011611 AGAP011611 unchanged
AGAP011612 AGAP011612 unchanged
AGAP011613 AGAP011613 unchanged
AGAP011614 AGAP011614 unchanged
AGAP011615 AGAP011615 unchanged
AGAP011616 AGAP011616 unchanged
AGAP011617 AGAP011617 unchanged
AGAP011618 AGAP011618 unchanged
AGAP011619 AGAP011619 unchanged
AGAP011620 AGAP011620 unchanged
AGAP011621 AGAP011621 unchanged
AGAP011622 AGAP011622 unchanged
AGAP011623 AGAP011623 unchanged
AGAP011624 AGAP011624 unchanged
AGAP011625 AGAP011625 unchanged
AGAP011626 AGAP011626 unchanged
AGAP011627 AGAP011627 unchanged
AGAP011628 AGAP011628 unchanged
AGAP011629 AGAP011629 unchanged
AGAP011630 AGAP011630 unchanged
AGAP011631 AGAP011631 unchanged
AGAP011632 AGAP011632 unchanged
AGAP011633 AGAP011633 unchanged
AGAP011634 AGAP011634 unchanged
AGAP011635 AGAP011635 unchanged
AGAP011636 AGAP011636 unchanged
AGAP011637 AGAP011637 unchanged
AGAP011638 AGAP011638 unchanged
AGAP011639 AGAP011639 unchanged
AGAP011640 AGAP011640 unchanged
AGAP011641 AGAP011641 unchanged
AGAP011642 AGAP011642 unchanged
AGAP011643 AGAP011643 unchanged
AGAP011644 AGAP011644 unchanged
AGAP011645 AGAP011645 unchanged
AGAP011646 AGAP011646 unchanged
AGAP011647 AGAP011647 unchanged
AGAP011648 AGAP011648 unchanged
AGAP011649 AGAP011649 unchanged
AGAP011650 AGAP011650 unchanged
AGAP011651 AGAP011651 unchanged
AGAP011652 AGAP011652 unchanged
AGAP011653 AGAP011653 unchanged
AGAP011654 AGAP011654 unchanged
AGAP011655 AGAP011655 unchanged
AGAP011656 AGAP011656 unchanged
AGAP011657 AGAP011657 unchanged
AGAP011658 AGAP011658 unchanged
AGAP011659 AGAP011659 unchanged
AGAP011660 AGAP011660 unchanged
AGAP011661 AGAP011661 unchanged
AGAP011662 AGAP011662 unchanged
AGAP011663 AGAP011663 unchanged
AGAP011664 AGAP011664 unchanged
AGAP011665 AGAP011665 unchanged
AGAP011666 AGAP011666 unchanged
AGAP011667 AGAP011667 unchanged
AGAP011668 AGAP011668 unchanged
AGAP011669 AGAP011669 unchanged
AGAP011670 AGAP011670 unchanged
AGAP011671 AGAP011671 unchanged
AGAP011672 AGAP011672 unchanged
AGAP011673 AGAP011673 unchanged
AGAP011674 AGAP011674 unchanged
AGAP011675 AGAP011675 unchanged
AGAP011676 AGAP011676 unchanged
AGAP011677 AGAP011677 unchanged
AGAP011678 AGAP011678 unchanged
AGAP011679 AGAP011679 unchanged
AGAP011680 AGAP011680 unchanged
AGAP011681 AGAP011681 unchanged
AGAP011682 AGAP011682 unchanged
AGAP011683 AGAP011683 unchanged
AGAP011684 AGAP011684 unchanged
AGAP011685 AGAP011685 unchanged
AGAP011686 AGAP011686 unchanged
AGAP011687 AGAP011687 unchanged
AGAP011688 AGAP011688 unchanged
AGAP011689 AGAP011689 unchanged
AGAP011690 AGAP011690 unchanged
AGAP011691 AGAP011691 unchanged
AGAP011692 AGAP011692 unchanged
AGAP011693 AGAP011693 unchanged
AGAP011694 AGAP011694 unchanged
AGAP011695 AGAP011695 unchanged
AGAP011696 AGAP011696 unchanged
AGAP011697 AGAP011697 unchanged
AGAP011698 AGAP011698 unchanged
AGAP011699 AGAP011699 unchanged
AGAP011700 AGAP011700 unchanged
AGAP011701 AGAP011701 unchanged
AGAP011702 AGAP011702 unchanged
AGAP011703 AGAP011703 unchanged
AGAP011704 AGAP011704 unchanged
AGAP011705 AGAP011705 unchanged
AGAP011706 AGAP011706 unchanged
AGAP011707 AGAP011707 unchanged
AGAP011708 AGAP011708 unchanged
AGAP011709 AGAP011709 unchanged
AGAP011710 AGAP011710 unchanged
AGAP011711 AGAP011711 unchanged
AGAP011712 AGAP011712 unchanged
AGAP011713 AGAP011713 unchanged
AGAP011714 AGAP011714 unchanged
AGAP011715 AGAP011715 unchanged
AGAP011716 AGAP011716 unchanged
AGAP011717 AGAP011717 unchanged
AGAP011718 AGAP011718 unchanged
AGAP011719 AGAP011719 unchanged
AGAP011720 AGAP011720 unchanged
AGAP011721 AGAP011721 unchanged
AGAP011722 AGAP011722 unchanged
AGAP011723 AGAP011723 unchanged
AGAP011724 AGAP011724 unchanged
AGAP011725 AGAP011725 unchanged
AGAP011726 AGAP011726 unchanged
AGAP011727 AGAP011727 unchanged
AGAP011728 AGAP011728 unchanged
AGAP011729 AGAP011729 unchanged
AGAP011730 AGAP011730 unchanged
AGAP011731 AGAP011731 unchanged
AGAP011732 AGAP011732 unchanged
AGAP011733 AGAP011733 unchanged
AGAP011734 AGAP011734 unchanged
AGAP011735 AGAP011735 unchanged
AGAP011736 AGAP011736 unchanged
AGAP011737 AGAP011737 unchanged
AGAP011738 AGAP011738 unchanged
AGAP011739 AGAP011739 unchanged
AGAP011740 AGAP011740 unchanged
AGAP011741 AGAP011741 unchanged
AGAP011742 AGAP011742 unchanged
AGAP011743 AGAP011743 unchanged
AGAP011744 AGAP011744 unchanged
AGAP011745 AGAP011745 unchanged
AGAP011746 AGAP011746 unchanged
AGAP011747 AGAP011747 unchanged
AGAP011748 AGAP011748 unchanged
AGAP011749 AGAP011749 unchanged
AGAP011750 AGAP011750 unchanged
AGAP011751 AGAP011751 unchanged
AGAP011752 AGAP011752 unchanged
AGAP011753 AGAP011753 unchanged
AGAP011754 AGAP011754 unchanged
AGAP011755 AGAP011755 unchanged
AGAP011756 AGAP011756 unchanged
AGAP011757 AGAP011757 unchanged
AGAP011758 AGAP011758 unchanged
AGAP011759 AGAP011759 unchanged
AGAP011760 AGAP011760 unchanged
AGAP011761 AGAP011761 unchanged
AGAP011762 AGAP011762 unchanged
AGAP011763 AGAP011763 unchanged
AGAP011764 AGAP011764 unchanged
AGAP011765 AGAP011765 unchanged
AGAP011766 AGAP011766 unchanged
AGAP011767 AGAP011767 unchanged
AGAP011768 AGAP011768 unchanged
AGAP011769 AGAP011769 unchanged
AGAP011770 AGAP011770 unchanged
AGAP011771 AGAP011771 unchanged
AGAP011772 AGAP011772 unchanged
AGAP011773 AGAP011773 unchanged
AGAP011774 AGAP011774 unchanged
AGAP011775 AGAP011775 unchanged
AGAP011776 AGAP011776 unchanged
AGAP011777 AGAP011777 unchanged
AGAP011778 AGAP011778 unchanged
AGAP011779 AGAP011779 unchanged
AGAP011780 AGAP011780 unchanged
AGAP011781 AGAP011781 unchanged
AGAP011782 AGAP011782 changed
AGAP011783 AGAP011783 unchanged
AGAP011784 AGAP011784 unchanged
AGAP011785 AGAP011785 changed
AGAP011786 AGAP011786 unchanged
AGAP011787 AGAP011787 changed
AGAP011788 AGAP011788 unchanged
AGAP011789 AGAP011789 changed
AGAP011790 AGAP011790 changed
AGAP011791 AGAP011791 unchanged
AGAP011792 AGAP011792 unchanged
AGAP011793 AGAP011793 unchanged
