CPIJ801599	supercont3.1666:44514-46540 (+) 	CPIJ019404
CPIJ800182	supercont3.869:123548-125083 (-)	CPIJ016854  
CPIJ800181	supercont3.869:126777-128351 (-)	CPIJ016855  
CPIJ800179	supercont3.869:128961-130516 (-)	CPIJ016856  
CPIJ800187	supercont3.869:130984-132583 (-)	CPIJ016857  
CPIJ802646	supercont3.869:138146-141077 (-)	CPIJ016858  
CPIJ802649	supercont3.869:142017-143273 (-)	CPIJ016859  
CPIJ802648	supercont3.869:144430-145686 (-)	CPIJ016860  
CPIJ802645	supercont3.528:239449-240778 (+)	CPIJ014391  
CPIJ802644	supercont3.528:243765-245108 (+)	CPIJ014392  
CPIJ801625	supercont3.210:34978-129003 (+) 	CPIJ008998
CPIJ801630	supercont3.210:137108-154864 (-)	CPIJ008999
CPIJ801626	supercont3.210:169661-179820 (+)	CPIJ009000  
CPIJ801629	supercont3.210:183267-185112 (-)	CPIJ009001  
CPIJ801627	supercont3.210:200807-213859 (+)	CPIJ009002  
CPIJ801628	supercont3.210:223640-225235 (-)	CPIJ009004  
CPIJ801632	supercont3.210:331746-334563 (-)	CPIJ009007  
CPIJ801631	supercont3.210:341144-348951 (+)	CPIJ009008  
CPIJ801633	supercont3.210:377231-398639 (-)	CPIJ009010  
CPIJ801634	supercont3.210:413012-415081 (-)	CPIJ009011  
CPIJ801635	supercont3.210:423115-433123 (-)	CPIJ009012  
CPIJ801637	supercont3.210:630383-631516 (-)	CPIJ009013  
CPIJ801636	supercont3.210:635759-636878 (+)	CPIJ009014 
CPIJ800259	supercont3.156:130114-131643 (-)	CPIJ006721 
CPIJ802472	supercont3.284:44041-44979 (+)  	CPIJ010209 
CPIJ802669	supercont3.1090:52669-54135 (+) 	CPIJ017911 
CPIJ800004	supercont3.142:637034-642703 (+)	CPIJ007321 
CPIJ802041	supercont3.534:46432-47624 (+)  	CPIJ014440 
CPIJ802036	supercont3.534:242100-263286 (-)	CPIJ014443 
CPIJ802035	supercont3.534:282530-283403 (+)	CPIJ014445 
CPIJ802038	supercont3.534:283728-289018 (-)	CPIJ014446 
CPIJ800027	supercont3.534:293374-294656 (+)	NEW
CPIJ802037	supercont3.534:300321-302337 (-)	CPIJ014450 
CPIJ801928	supercont3.352:21715-82908 (+)  	CPIJ011720 
CPIJ801929	supercont3.352:119407-124999 (+)	CPIJ011721 
CPIJ801930	supercont3.352:137924-142930 (+)	CPIJ011722 
CPIJ801933	supercont3.352:147648-165239 (-)	CPIJ011725 
CPIJ801931	supercont3.352:175214-176062 (+)	CPIJ011726 
CPIJ801934	supercont3.352:176112-177151 (-)	CPIJ011727 
CPIJ801932	supercont3.352:180799-186276 (+)	CPIJ011728 
CPIJ801935	supercont3.352:186446-218423 (-)	CPIJ011729 
CPIJ801923	supercont3.352:229985-256942 (+)	CPIJ011730 
CPIJ801925	supercont3.352:264745-279338 (-)	CPIJ011731 
CPIJ801926	supercont3.352:282365-284438 (-)	CPIJ011732 
CPIJ801924	supercont3.352:305881-310809 (-)	CPIJ011733 
CPIJ801922	supercont3.352:341929-348951 (+)	CPIJ011735 
CPIJ801927	supercont3.352:363527-371713 (-)	CPIJ011737 
CPIJ801936	supercont3.352:441828-445251 (-)	CPIJ011738
CPIJ802673	supercont3.1108:83929-85371 (-)  	NEW
CPIJ802664	supercont3.1108:117087-118424 (-)	CPIJ018040 
CPIJ802662	supercont3.1108:124690-127683 (-)	CPIJ018041 
CPIJ802496	supercont3.187:441088-442104 (+)	CPIJ008240 
CPIJ802659	supercont3.1266:56806-58165 (+) 	CPIJ018603 
CPIJ802629	supercont3.643:202456-204727 (+)	CPIJ015178 
CPIJ802683	supercont3.164:360964-362592 (-)	CPIJ007509 

