AaegL1.1	AaedL1.2	Change
AAEL011391 AAEL011391 unchanged
AAEL011392 AAEL011392 unchanged
AAEL011393 AAEL011393 changed
AAEL011394 AAEL011394 unchanged
AAEL011395 AAEL011395 unchanged
AAEL011396 AAEL011396 unchanged
AAEL011397 AAEL011397 unchanged
AAEL011398 AAEL011398 unchanged
AAEL011399 AAEL011399 unchanged
AAEL011400 AAEL011400 unchanged
AAEL011401 AAEL011401 unchanged
AAEL011402 AAEL011402 changed
AAEL011403 AAEL011403 unchanged
AAEL011404 AAEL011404 unchanged
AAEL011405 AAEL011405 unchanged
AAEL011406 AAEL011406 unchanged
AAEL011407 AAEL011407 changed
AAEL011408 AAEL011408 changed
AAEL011409 AAEL011409 unchanged
AAEL011410 AAEL011410 unchanged
AAEL011411 AAEL011411 unchanged
AAEL011412 AAEL011412 unchanged
AAEL011413 AAEL011413 unchanged
AAEL011414 AAEL011414 changed
AAEL011415 AAEL011415 unchanged
AAEL011416 AAEL011416 unchanged
AAEL011417 AAEL011417 unchanged
AAEL011418 AAEL011418 unchanged
AAEL011419 AAEL011419 unchanged
AAEL011420 AAEL011420 unchanged
AAEL011421 AAEL011421 unchanged
AAEL011422 AAEL011422 unchanged
AAEL011423 AAEL011423 unchanged
AAEL011424 AAEL011424 unchanged
AAEL011425 AAEL011425 unchanged
AAEL011426 AAEL011426 unchanged
AAEL011427 AAEL011427 unchanged
AAEL011428 AAEL011428 unchanged
AAEL011429 AAEL011429 unchanged
AAEL011430 AAEL011430 unchanged
AAEL011431 AAEL011431 unchanged
AAEL011432 AAEL011432 unchanged
AAEL011433 AAEL011433 unchanged
AAEL011434 AAEL011434 unchanged
AAEL011435 AAEL011435 unchanged
AAEL011436 AAEL011436 unchanged
AAEL011437 AAEL011437 unchanged
AAEL011438 AAEL011438 unchanged
AAEL011439 AAEL011439 unchanged
AAEL011440 AAEL011440 unchanged
AAEL011441 AAEL011441 unchanged
AAEL011442 AAEL011442 unchanged
AAEL011443 AAEL011443 unchanged
AAEL011444 AAEL011444 unchanged
AAEL011445 AAEL011445 unchanged
AAEL011446 AAEL011446 changed
AAEL011447 AAEL011447 unchanged
AAEL011448 AAEL011448 unchanged
AAEL011449 AAEL011449 unchanged
AAEL011450 AAEL011450 unchanged
AAEL011451 AAEL011451 unchanged
AAEL011452 AAEL011452 unchanged
AAEL011453 AAEL011453 changed
AAEL011454 AAEL011454 unchanged
AAEL011455 AAEL011455 changed
AAEL011456 AAEL011456 unchanged
AAEL011457 AAEL011457 unchanged
AAEL011458 AAEL011458 unchanged
AAEL011459 AAEL011459 unchanged
AAEL011460 AAEL011460 unchanged
AAEL011461 AAEL011461 unchanged
AAEL011462 AAEL011462 unchanged
AAEL011463 AAEL011463 unchanged
AAEL011464 AAEL011464 unchanged
AAEL011465 AAEL011465 unchanged
AAEL011466 AAEL011466 unchanged
AAEL011467 AAEL011467 unchanged
AAEL011468 AAEL011468 unchanged
AAEL011469 AAEL011469 unchanged
AAEL011470 AAEL011470 unchanged
AAEL011471 AAEL011471 changed
AAEL011472 AAEL011472 unchanged
AAEL011473 AAEL011473 unchanged
AAEL011474 AAEL011474 unchanged
AAEL011475 AAEL011475 changed
AAEL011476 AAEL011476 unchanged
AAEL011477 AAEL011477 unchanged
AAEL011478 AAEL011478 changed
AAEL011479 AAEL011479 unchanged
AAEL011480 AAEL011480 unchanged
AAEL011481 AAEL011481 unchanged
AAEL011482 AAEL011482 unchanged
AAEL011483 AAEL011483 unchanged
AAEL011484 AAEL011484 unchanged
AAEL011485 AAEL011485 unchanged
AAEL011486 AAEL011486 unchanged
AAEL011487 AAEL011487 unchanged
AAEL011488 AAEL011488 unchanged
AAEL011489 AAEL011489 unchanged
AAEL011490 AAEL011490 unchanged
AAEL011491 AAEL011491 unchanged
AAEL011492 AAEL011492 unchanged
AAEL011493 AAEL011493 unchanged
AAEL011494 AAEL011494 unchanged
AAEL011495 AAEL011495 unchanged
AAEL011496 AAEL011496 unchanged
AAEL011497 AAEL011497 unchanged
AAEL011498 AAEL011498 unchanged
AAEL011499 AAEL011499 unchanged
AAEL011500 AAEL011500 changed
AAEL011501 AAEL011501 unchanged
AAEL011502 AAEL011502 unchanged
AAEL011503 AAEL011503 unchanged
AAEL011504 AAEL011504 unchanged
AAEL011505 AAEL011505 unchanged
AAEL011506 AAEL011506 unchanged
AAEL011507 AAEL011507 unchanged
AAEL011508 AAEL011508 unchanged
AAEL011509 AAEL011509 unchanged
AAEL011510 AAEL011510 unchanged
AAEL011511 AAEL011511 unchanged
AAEL011512 AAEL011512 unchanged
AAEL011513 AAEL011513 unchanged
AAEL011514 AAEL011514 unchanged
AAEL011515 AAEL011515 unchanged
AAEL011516 AAEL011516 unchanged
AAEL011517 AAEL011517 unchanged
AAEL011518 AAEL011518 unchanged
AAEL011519 AAEL011519 unchanged
AAEL011520 AAEL011520 unchanged
AAEL011521 AAEL011521 changed
AAEL011522 AAEL011522 unchanged
AAEL011523 AAEL011523 unchanged
AAEL011524 AAEL011524 unchanged
AAEL011525 AAEL011525 unchanged
AAEL011526 AAEL011526 changed
AAEL011527 AAEL011527 unchanged
AAEL011528 AAEL011528 unchanged
AAEL011529 AAEL011529 unchanged
AAEL011530 AAEL011530 unchanged
AAEL011531 AAEL011531 unchanged
AAEL011532 AAEL011532 unchanged
AAEL011533 AAEL011533 unchanged
AAEL011534 AAEL011534 unchanged
AAEL011535 AAEL011535 unchanged
AAEL011536 AAEL011536 unchanged
AAEL011537 AAEL011537 unchanged
AAEL011538 AAEL011538 unchanged
AAEL011539 AAEL011539 unchanged
AAEL011540 AAEL011540 unchanged
AAEL011541 AAEL011541 unchanged
AAEL011542 AAEL011542 unchanged
AAEL011543 AAEL011543 unchanged
AAEL011544 AAEL011544 unchanged
AAEL011545 AAEL011545 unchanged
AAEL011546 AAEL011546 unchanged
AAEL011547 AAEL011547 unchanged
AAEL011548 AAEL011548 unchanged
AAEL011549 AAEL011549 unchanged
AAEL011550 AAEL011550 unchanged
AAEL011551 AAEL011551 unchanged
AAEL011552 AAEL011552 unchanged
AAEL011553 AAEL011553 unchanged
AAEL011554 AAEL011554 unchanged
AAEL011555 AAEL011555 unchanged
AAEL011556 AAEL011556 unchanged
AAEL011557 AAEL011557 unchanged
AAEL011558 AAEL011558 unchanged
AAEL011559 AAEL011559 unchanged
AAEL011560 AAEL011560 unchanged
AAEL011561 AAEL011561 unchanged
AAEL011562 AAEL011562 changed
AAEL011563 AAEL011563 unchanged
AAEL011564 AAEL011564 changed
AAEL011565 AAEL011565 unchanged
AAEL011566 AAEL011566 unchanged
AAEL011567 AAEL011567 unchanged
AAEL011568 AAEL011568 unchanged
AAEL011569 AAEL011569 unchanged
AAEL011570 AAEL011570 unchanged
AAEL011571 AAEL011571 changed
AAEL011572 AAEL011572 unchanged
AAEL011573 AAEL011573 unchanged
AAEL011574 AAEL011574 unchanged
AAEL011575 AAEL011575 unchanged
AAEL011576 AAEL011576 unchanged
AAEL011577 AAEL011577 unchanged
AAEL011578 AAEL011578 unchanged
AAEL011579 AAEL011579 unchanged
AAEL011580 AAEL011580 unchanged
AAEL011581 AAEL011581 unchanged
AAEL011582 AAEL011582 unchanged
AAEL011583 AAEL011583 unchanged
AAEL011584 AAEL011584 unchanged
AAEL011585 AAEL011585 unchanged
AAEL011586 AAEL011586 unchanged
AAEL011587 AAEL011587 changed
AAEL011588 AAEL011588 unchanged
AAEL011589 AAEL011589 unchanged
AAEL011590 AAEL011590 unchanged
AAEL011591 AAEL011591 unchanged
AAEL011592 AAEL011592 unchanged
AAEL011593 AAEL011593 changed
AAEL011594 AAEL011594 unchanged
AAEL011596 AAEL011596 unchanged
AAEL011597 AAEL011597 changed
AAEL011598 AAEL011598 unchanged
AAEL011599 AAEL011599 unchanged
AAEL011600 AAEL011600 unchanged
AAEL011602 AAEL011602 unchanged
AAEL011603 AAEL011603 unchanged
AAEL011604 AAEL011604 unchanged
AAEL011606 AAEL011606 unchanged
AAEL011607 AAEL014382 changed
AAEL011607 NULL deleted
AAEL011608 AAEL011608 changed
AAEL011609 AAEL011609 unchanged
AAEL011610 AAEL011610 changed
AAEL011610 AAEL017265 unchanged
AAEL011611 NULL deleted
AAEL011612 AAEL011612 changed
AAEL011613 NULL deleted
AAEL011614 AAEL011614 unchanged
AAEL011615 AAEL011615 unchanged
AAEL011616 AAEL011616 unchanged
AAEL011617 AAEL011617 unchanged
AAEL011618 AAEL011618 unchanged
AAEL011619 AAEL011610 changed
AAEL011619 NULL deleted
AAEL011620 AAEL011620 unchanged
AAEL011621 AAEL011621 changed
AAEL011622 AAEL011622 unchanged
AAEL011623 AAEL011623 unchanged
AAEL011624 AAEL011624 changed
AAEL011625 AAEL011625 unchanged
AAEL011626 AAEL011626 unchanged
AAEL011627 AAEL011627 unchanged
AAEL011628 AAEL011628 unchanged
AAEL011629 AAEL011629 unchanged
AAEL011630 AAEL011630 unchanged
AAEL011631 AAEL011631 unchanged
AAEL011632 AAEL011632 unchanged
AAEL011633 AAEL011633 unchanged
AAEL011634 AAEL011634 unchanged
AAEL011635 AAEL011635 unchanged
AAEL011636 AAEL011636 unchanged
AAEL011637 AAEL011637 unchanged
AAEL011638 AAEL011638 unchanged
AAEL011639 AAEL011639 unchanged
AAEL011640 AAEL011640 unchanged
AAEL011641 AAEL011641 unchanged
AAEL011642 AAEL011642 unchanged
AAEL011643 AAEL011643 unchanged
AAEL011644 AAEL011644 unchanged
AAEL011645 AAEL011645 unchanged
AAEL011646 AAEL011646 unchanged
AAEL011647 AAEL011647 unchanged
AAEL011648 AAEL011648 unchanged
AAEL011649 AAEL011649 unchanged
AAEL011650 AAEL011650 unchanged
AAEL011651 AAEL011651 unchanged
AAEL011652 AAEL011652 unchanged
AAEL011653 AAEL011653 unchanged
AAEL011654 AAEL011654 unchanged
AAEL011655 AAEL011655 unchanged
AAEL011656 AAEL011656 unchanged
AAEL011657 AAEL011657 unchanged
AAEL011658 AAEL011658 unchanged
AAEL011659 AAEL011659 unchanged
AAEL011660 AAEL011660 unchanged
AAEL011661 AAEL011661 unchanged
AAEL011662 AAEL011662 unchanged
AAEL011663 AAEL011663 unchanged
AAEL011664 AAEL011664 unchanged
AAEL011665 AAEL011665 unchanged
AAEL011666 AAEL011666 unchanged
AAEL011667 AAEL011667 unchanged
AAEL011668 AAEL011668 unchanged
AAEL011669 AAEL011669 unchanged
AAEL011671 AAEL011671 unchanged
AAEL011672 AAEL011672 unchanged
AAEL011673 AAEL011673 unchanged
AAEL011675 AAEL011675 unchanged
AAEL011676 AAEL011676 unchanged
AAEL011677 AAEL011677 unchanged
AAEL011678 AAEL011678 unchanged
AAEL011679 AAEL011679 unchanged
AAEL011680 AAEL005310 changed
AAEL011680 AAEL011680 changed
AAEL011681 AAEL011681 unchanged
AAEL011682 AAEL011682 unchanged
AAEL011683 AAEL011683 unchanged
AAEL011684 AAEL011684 unchanged
AAEL011685 AAEL011685 unchanged
AAEL011686 AAEL011686 unchanged
AAEL011687 AAEL011687 unchanged
AAEL011688 AAEL011688 unchanged
AAEL011689 AAEL011689 changed
AAEL011690 AAEL011690 unchanged
AAEL011691 AAEL011691 unchanged
AAEL011692 AAEL011692 unchanged
AAEL011693 AAEL011693 unchanged
AAEL011694 AAEL011694 unchanged
AAEL011695 AAEL011695 unchanged
AAEL011696 AAEL011696 unchanged
AAEL011697 AAEL011697 unchanged
AAEL011698 AAEL011698 unchanged
AAEL011699 AAEL011699 unchanged
AAEL011700 AAEL011700 unchanged
AAEL011701 AAEL011701 unchanged
AAEL011702 AAEL011702 unchanged
AAEL011703 AAEL011703 unchanged
AAEL011704 AAEL011704 unchanged
AAEL011705 AAEL011705 unchanged
AAEL011706 AAEL011706 unchanged
AAEL011707 AAEL011707 unchanged
AAEL011708 AAEL011708 unchanged
AAEL011709 AAEL011709 unchanged
AAEL011710 AAEL011710 unchanged
AAEL011711 AAEL011711 unchanged
AAEL011712 AAEL011712 unchanged
AAEL011713 AAEL011713 unchanged
AAEL011714 AAEL011714 unchanged
AAEL011715 AAEL011715 unchanged
AAEL011716 AAEL011716 unchanged
AAEL011717 AAEL011717 unchanged
AAEL011718 AAEL011718 unchanged
AAEL011719 AAEL011719 unchanged
AAEL011720 AAEL011720 unchanged
AAEL011721 AAEL011721 unchanged
AAEL011722 AAEL011722 unchanged
AAEL011723 AAEL011723 unchanged
AAEL011724 AAEL011724 unchanged
AAEL011725 AAEL011725 unchanged
AAEL011726 AAEL011726 unchanged
AAEL011727 AAEL011727 unchanged
AAEL011728 AAEL011728 unchanged
AAEL011729 AAEL011729 unchanged
AAEL011730 AAEL011730 unchanged
AAEL011731 AAEL011731 unchanged
AAEL011732 AAEL011732 unchanged
AAEL011733 AAEL011733 unchanged
AAEL011734 AAEL011734 changed
AAEL011735 AAEL011735 unchanged
AAEL011736 AAEL011736 unchanged
AAEL011737 AAEL011737 unchanged
AAEL011738 AAEL011738 unchanged
AAEL011739 AAEL011739 changed
AAEL011740 AAEL011740 unchanged
AAEL011741 AAEL011741 changed
AAEL011742 AAEL011742 unchanged
AAEL011743 AAEL011743 unchanged
AAEL011744 AAEL011744 unchanged
AAEL011745 AAEL011745 unchanged
AAEL011746 AAEL011746 unchanged
AAEL011747 AAEL011747 unchanged
AAEL011748 AAEL011748 unchanged
AAEL011749 AAEL011749 unchanged
AAEL011750 AAEL011750 unchanged
AAEL011751 AAEL011751 unchanged
AAEL011752 AAEL011752 changed
AAEL011753 AAEL011753 unchanged
AAEL011754 AAEL011754 changed
AAEL011755 AAEL011755 unchanged
AAEL011756 AAEL011756 unchanged
AAEL011757 AAEL011757 unchanged
AAEL011758 AAEL011758 unchanged
AAEL011759 AAEL011759 unchanged
AAEL011760 AAEL011760 unchanged
AAEL011761 AAEL011761 changed
AAEL011762 AAEL011762 unchanged
AAEL011763 AAEL011763 changed
AAEL011764 AAEL011764 changed
AAEL011765 AAEL011765 unchanged
AAEL011766 AAEL011766 unchanged
AAEL011767 AAEL011767 unchanged
AAEL011768 AAEL011768 unchanged
AAEL011769 AAEL011769 unchanged
AAEL011770 AAEL011770 unchanged
AAEL011771 AAEL011771 unchanged
AAEL011772 AAEL011772 unchanged
AAEL011773 AAEL011773 unchanged
AAEL011774 AAEL011774 unchanged
AAEL011775 AAEL011775 unchanged
AAEL011776 AAEL011776 unchanged
AAEL011777 AAEL011777 changed
AAEL011778 AAEL011778 unchanged
AAEL011779 AAEL011779 unchanged
AAEL011780 AAEL011780 unchanged
AAEL011781 AAEL011781 unchanged
AAEL011782 AAEL011782 unchanged
AAEL011783 AAEL011783 unchanged
AAEL011784 AAEL011784 unchanged
AAEL011785 AAEL011785 unchanged
AAEL011786 AAEL011786 unchanged
AAEL011787 AAEL011787 unchanged
AAEL011788 AAEL011788 unchanged
AAEL011789 AAEL011789 changed
AAEL011790 AAEL011790 unchanged
AAEL011791 AAEL011791 unchanged
AAEL011792 AAEL011792 unchanged
AAEL011793 AAEL011793 unchanged
AAEL011794 AAEL011794 unchanged
AAEL011795 AAEL011795 unchanged
AAEL011796 AAEL011796 unchanged
AAEL011797 AAEL011797 unchanged
AAEL011798 AAEL011798 unchanged
AAEL011799 AAEL011799 unchanged
AAEL011800 AAEL011800 unchanged
AAEL011801 AAEL011801 unchanged
AAEL011802 AAEL011802 unchanged
AAEL011803 AAEL011803 unchanged
AAEL011804 AAEL011804 unchanged
AAEL011805 AAEL011805 unchanged
AAEL011806 AAEL011806 unchanged
AAEL011807 AAEL011807 unchanged
AAEL011808 AAEL011808 unchanged
AAEL011809 AAEL011809 unchanged
AAEL011810 AAEL011810 unchanged
AAEL011811 AAEL011811 unchanged
AAEL011812 AAEL011812 unchanged
AAEL011813 AAEL011813 unchanged
AAEL011814 AAEL011814 unchanged
AAEL011815 AAEL011815 unchanged
AAEL011816 AAEL011816 unchanged
AAEL011817 AAEL011817 unchanged
AAEL011818 AAEL011818 unchanged
AAEL011819 AAEL011819 unchanged
AAEL011820 AAEL011820 unchanged
AAEL011821 AAEL011821 unchanged
AAEL011822 AAEL011822 unchanged
AAEL011823 AAEL011823 unchanged
AAEL011824 AAEL011824 unchanged
AAEL011825 AAEL011825 unchanged
AAEL011826 AAEL011826 unchanged
AAEL011827 AAEL011827 unchanged
AAEL011828 AAEL011828 unchanged
AAEL011829 AAEL011829 unchanged
AAEL011830 AAEL011830 changed
AAEL011831 AAEL011831 unchanged
AAEL011832 AAEL011832 unchanged
AAEL011833 AAEL011833 unchanged
AAEL011834 AAEL011834 unchanged
AAEL011835 AAEL011835 unchanged
AAEL011836 AAEL011836 unchanged
AAEL011837 AAEL011837 unchanged
AAEL011838 AAEL011838 unchanged
AAEL011839 AAEL011839 unchanged
AAEL011840 AAEL011840 unchanged
AAEL011841 AAEL011841 unchanged
AAEL011842 AAEL011842 unchanged
AAEL011843 AAEL011843 changed
AAEL011844 AAEL011844 unchanged
AAEL011845 AAEL011845 unchanged
AAEL011846 AAEL011846 unchanged
AAEL011847 AAEL011847 unchanged
AAEL011848 AAEL011848 unchanged
AAEL011849 AAEL011849 unchanged
AAEL011850 AAEL011850 changed
AAEL011851 AAEL011851 unchanged
AAEL011852 AAEL011852 unchanged
AAEL011853 AAEL011853 unchanged
AAEL011854 AAEL011854 unchanged
AAEL011855 AAEL011855 unchanged
AAEL011856 AAEL011856 unchanged
AAEL011857 AAEL011857 unchanged
AAEL011858 AAEL011858 unchanged
AAEL011859 AAEL011859 unchanged
AAEL011860 AAEL011860 unchanged
AAEL011861 AAEL011861 unchanged
AAEL011862 AAEL011862 unchanged
AAEL011863 AAEL011863 unchanged
AAEL011864 AAEL011864 unchanged
AAEL011865 AAEL011865 unchanged
AAEL011866 AAEL011866 unchanged
AAEL011867 AAEL011867 unchanged
AAEL011868 AAEL011868 unchanged
AAEL011869 AAEL011869 unchanged
AAEL011870 AAEL011870 unchanged
AAEL011871 AAEL011871 unchanged
AAEL011872 AAEL011872 unchanged
AAEL011873 AAEL011873 unchanged
AAEL011874 AAEL011874 unchanged
AAEL011875 AAEL011875 unchanged
AAEL011876 AAEL011876 unchanged
AAEL011877 AAEL011877 unchanged
AAEL011878 AAEL011878 unchanged
AAEL011879 AAEL011879 unchanged
AAEL011880 AAEL011880 unchanged
AAEL011881 AAEL011881 unchanged
AAEL011882 AAEL011882 unchanged
AAEL011883 AAEL011883 unchanged
AAEL011884 AAEL011884 unchanged
AAEL011885 AAEL011885 unchanged
AAEL011886 AAEL011886 unchanged
AAEL011887 AAEL011887 unchanged
AAEL011888 AAEL011888 unchanged
AAEL011889 AAEL011889 changed
AAEL011890 AAEL011890 unchanged
AAEL011891 AAEL011891 unchanged
AAEL011892 AAEL011892 unchanged
AAEL011893 AAEL011893 unchanged
AAEL011894 AAEL011894 unchanged
AAEL011895 AAEL011895 unchanged
AAEL011896 AAEL011896 unchanged
AAEL011897 AAEL011897 unchanged
AAEL011898 AAEL011898 unchanged
AAEL011899 AAEL011899 unchanged
AAEL011900 AAEL011900 unchanged
AAEL011901 AAEL011901 unchanged
AAEL011902 AAEL011902 unchanged
AAEL011903 AAEL011903 unchanged
AAEL011904 AAEL011904 unchanged
AAEL011905 AAEL011905 unchanged
AAEL011906 AAEL011906 unchanged
AAEL011907 AAEL011907 unchanged
AAEL011908 AAEL011908 unchanged
AAEL011909 AAEL011909 unchanged
AAEL011910 AAEL011910 unchanged
AAEL011911 AAEL011911 unchanged
AAEL011912 AAEL011912 unchanged
AAEL011913 AAEL011913 unchanged
AAEL011914 AAEL011914 unchanged
AAEL011915 AAEL011915 unchanged
AAEL011916 AAEL011916 unchanged
AAEL011917 AAEL011917 unchanged
AAEL011918 AAEL011918 unchanged
AAEL011919 AAEL011919 unchanged
AAEL011920 AAEL011920 unchanged
AAEL011921 AAEL011921 unchanged
AAEL011922 AAEL011922 unchanged
AAEL011923 AAEL011923 unchanged
AAEL011924 AAEL011924 unchanged
AAEL011925 AAEL011925 unchanged
AAEL011926 AAEL011926 unchanged
AAEL011927 AAEL011927 unchanged
AAEL011928 AAEL011928 unchanged
AAEL011929 AAEL011929 unchanged
AAEL011930 AAEL011930 unchanged
AAEL011931 AAEL011931 unchanged
AAEL011932 NULL deleted
AAEL011933 AAEL011933 unchanged
AAEL011934 AAEL011934 changed
AAEL011935 AAEL011935 unchanged
AAEL011936 AAEL011936 unchanged
AAEL011937 AAEL011937 unchanged
AAEL011938 AAEL011938 unchanged
AAEL011939 AAEL011939 unchanged
AAEL011940 AAEL011940 unchanged
AAEL011941 AAEL011941 unchanged
AAEL011942 AAEL011942 unchanged
AAEL011943 AAEL011943 unchanged
AAEL011944 AAEL011944 changed
AAEL011945 AAEL011945 unchanged
AAEL011946 AAEL011946 unchanged
AAEL011947 AAEL011947 unchanged
AAEL011948 AAEL011948 unchanged
AAEL011949 AAEL011949 unchanged
AAEL011950 AAEL011950 unchanged
AAEL011951 AAEL011951 unchanged
AAEL011952 AAEL011952 unchanged
AAEL011953 AAEL011953 unchanged
AAEL011954 AAEL011954 unchanged
AAEL011955 AAEL011955 unchanged
AAEL011956 AAEL011956 unchanged
AAEL011957 AAEL011957 unchanged
AAEL011958 AAEL011958 unchanged
AAEL011959 AAEL011959 unchanged
AAEL011960 AAEL011960 unchanged
AAEL011961 AAEL011961 unchanged
AAEL011962 AAEL011962 changed
AAEL011963 AAEL011963 unchanged
AAEL011964 AAEL011964 unchanged
AAEL011965 AAEL011965 unchanged
AAEL011966 AAEL011966 unchanged
AAEL011967 AAEL011967 unchanged
AAEL011968 AAEL011968 unchanged
AAEL011969 AAEL011969 unchanged
AAEL011970 AAEL011970 changed
AAEL011971 AAEL011971 unchanged
AAEL011972 AAEL011972 unchanged
AAEL011973 AAEL011973 unchanged
AAEL011974 AAEL011974 unchanged
AAEL011975 AAEL011975 unchanged
AAEL011976 AAEL011976 unchanged
AAEL011977 AAEL011977 unchanged
AAEL011978 AAEL011978 unchanged
AAEL011979 AAEL011979 unchanged
AAEL011980 AAEL011980 unchanged
AAEL011981 AAEL011981 unchanged
AAEL011982 AAEL011982 unchanged
AAEL011983 AAEL011983 unchanged
AAEL011984 AAEL011984 unchanged
AAEL011985 AAEL011985 unchanged
AAEL011986 AAEL011986 unchanged
AAEL011987 AAEL011987 unchanged
AAEL011988 AAEL011988 unchanged
AAEL011989 AAEL011989 unchanged
AAEL011990 AAEL011990 unchanged
AAEL011991 AAEL011991 changed
AAEL011992 AAEL011992 unchanged
AAEL011993 AAEL011993 unchanged
AAEL011994 AAEL011994 unchanged
AAEL011995 AAEL011995 unchanged
AAEL011996 AAEL011996 unchanged
AAEL011997 AAEL011997 unchanged
AAEL011998 AAEL011998 unchanged
AAEL011999 AAEL011999 unchanged
AAEL012000 AAEL012000 unchanged
AAEL012001 AAEL005293 changed
AAEL012001 AAEL012001 changed
AAEL012002 AAEL012002 unchanged
AAEL012003 AAEL012003 changed
AAEL012004 AAEL012004 unchanged
AAEL012005 AAEL012005 unchanged
AAEL012006 AAEL012006 unchanged
AAEL012007 AAEL012007 unchanged
AAEL012008 AAEL012008 unchanged
AAEL012009 AAEL012009 unchanged
AAEL012010 AAEL012010 unchanged
AAEL012011 AAEL012011 unchanged
AAEL012012 AAEL012012 unchanged
AAEL012013 AAEL012013 unchanged
AAEL012014 AAEL012014 unchanged
AAEL012015 AAEL012015 unchanged
AAEL012016 AAEL012016 unchanged
AAEL012017 AAEL012017 unchanged
AAEL012018 AAEL012018 unchanged
AAEL012019 AAEL012019 unchanged
AAEL012020 AAEL012020 unchanged
AAEL012021 AAEL012021 unchanged
AAEL012022 AAEL012022 unchanged
AAEL012023 AAEL012023 unchanged
AAEL012024 AAEL012024 unchanged
AAEL012025 AAEL012025 unchanged
AAEL012026 AAEL012026 changed
AAEL012027 AAEL012027 unchanged
AAEL012028 AAEL012028 unchanged
AAEL012029 AAEL012029 changed
AAEL012030 AAEL012030 unchanged
AAEL012031 AAEL012031 unchanged
AAEL012032 AAEL012032 unchanged
AAEL012033 AAEL012033 unchanged
AAEL012034 AAEL012034 unchanged
AAEL012035 AAEL012035 unchanged
AAEL012036 AAEL012036 unchanged
AAEL012037 AAEL012037 unchanged
AAEL012038 AAEL012038 unchanged
AAEL012039 AAEL012039 unchanged
AAEL012040 AAEL012040 unchanged
AAEL012041 AAEL012041 unchanged
AAEL012042 AAEL012042 unchanged
AAEL012043 AAEL012043 unchanged
AAEL012044 AAEL012044 unchanged
AAEL012045 AAEL012045 unchanged
AAEL012046 AAEL012046 unchanged
AAEL012047 AAEL012047 unchanged
AAEL012048 AAEL012048 unchanged
AAEL012049 AAEL012049 unchanged
AAEL012050 AAEL012050 unchanged
AAEL012051 AAEL012051 unchanged
AAEL012052 AAEL012052 unchanged
AAEL012053 AAEL012053 changed
AAEL012053 AAEL012601 changed
AAEL012054 AAEL012054 unchanged
AAEL012055 AAEL012055 changed
AAEL012056 AAEL012056 unchanged
AAEL012057 AAEL012057 unchanged
AAEL012058 AAEL012058 unchanged
AAEL012059 AAEL012059 unchanged
AAEL012060 AAEL012060 unchanged
AAEL012061 AAEL012061 unchanged
AAEL012062 AAEL012062 changed
AAEL012063 AAEL012063 unchanged
AAEL012064 AAEL012064 unchanged
AAEL012065 AAEL012065 unchanged
AAEL012066 AAEL012066 unchanged
AAEL012067 AAEL012067 unchanged
AAEL012068 AAEL012068 unchanged
AAEL012069 AAEL012069 changed
AAEL012070 AAEL012070 unchanged
AAEL012071 AAEL012071 unchanged
AAEL012072 AAEL012072 unchanged
AAEL012073 AAEL012073 unchanged
AAEL012074 AAEL012074 unchanged
AAEL012075 AAEL012075 unchanged
AAEL012076 AAEL012076 unchanged
AAEL012077 AAEL012077 changed
AAEL012078 AAEL012078 unchanged
AAEL012079 AAEL012079 unchanged
AAEL012080 AAEL012080 unchanged
AAEL012081 AAEL012081 unchanged
AAEL012082 AAEL012082 unchanged
AAEL012083 AAEL012083 unchanged
AAEL012084 AAEL012084 unchanged
AAEL012085 AAEL012085 unchanged
AAEL012086 AAEL012086 unchanged
AAEL012087 AAEL012087 unchanged
AAEL012088 AAEL012088 unchanged
AAEL012089 AAEL012089 unchanged
AAEL012090 AAEL012090 unchanged
AAEL012091 AAEL012091 unchanged
AAEL012092 AAEL012092 unchanged
AAEL012093 AAEL012093 unchanged
AAEL012094 AAEL012094 unchanged
AAEL012095 AAEL012095 unchanged
AAEL012096 AAEL012096 unchanged
AAEL012097 AAEL012097 unchanged
AAEL012098 AAEL012098 unchanged
AAEL012099 AAEL012099 unchanged
AAEL012100 AAEL012100 unchanged
AAEL012101 AAEL012101 unchanged
AAEL012102 AAEL012102 unchanged
AAEL012103 AAEL012103 unchanged
AAEL012104 AAEL012104 unchanged
AAEL012105 AAEL012105 unchanged
AAEL012106 AAEL012106 unchanged
AAEL012107 AAEL012107 unchanged
AAEL012108 AAEL012108 unchanged
AAEL012109 AAEL012109 unchanged
AAEL012110 AAEL012110 unchanged
AAEL012111 AAEL012111 unchanged
AAEL012112 AAEL012112 unchanged
AAEL012113 AAEL012113 unchanged
AAEL012114 AAEL012114 unchanged
AAEL012115 AAEL012115 unchanged
AAEL012116 AAEL012116 unchanged
AAEL012117 AAEL012117 unchanged
AAEL012118 AAEL012118 unchanged
AAEL012119 AAEL012119 unchanged
AAEL012120 AAEL012120 unchanged
AAEL012121 AAEL012121 unchanged
AAEL012122 AAEL012122 unchanged
AAEL012123 AAEL012123 unchanged
AAEL012124 AAEL012124 unchanged
AAEL012125 AAEL012125 unchanged
AAEL012126 AAEL012126 unchanged
AAEL012127 AAEL012127 unchanged
AAEL012128 AAEL012128 unchanged
AAEL012129 AAEL012129 unchanged
AAEL012130 AAEL012130 changed
AAEL012131 AAEL012131 unchanged
AAEL012132 AAEL012132 unchanged
